"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
117,65.9,65.9,34.1,"Hinwil ZH","Hinwil (ZH)","Hinwil ZH","Die Gemeinde Hinwil will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 65,9 Prozent angenommen. Damit ist in Hinwil die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 68,1 Prozent.","A Hinwil, les habitants disent oui à 65,9 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Hinwil, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 68,1 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Hinwil l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 65,9 percento dei voti. A Hinwil lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 68,1 percento dei voti - all'iniziativa per il divieto dei minareti."
118,46,46,54,"Rüti ZH","Rüti (ZH)","Rüti ZH","In Rüti ZH hat die Stimmbevölkerung die Burka-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 54 Prozent verworfen. Damit hat in Rüti ZH die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 61 Prozent ein Ja in die Urne gelegt.","A Rüti (ZH), les habitants sont défavorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 54 pour cent de non. Rüti (ZH) a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Rüti ZH si sono opposti all'iniziativa contro la dissimulazione del viso. Il testo è stato respinto con il 54 percento dei voti. Rüti ZH ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
119,24.5,24.5,75.5,"Seegräben ZH","Seegräben (ZH)","Seegräben ZH","Nein zur Burka-Initiative in Seegräben: Mit 5'982 Nein- zu 1'940 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 75,5 Prozent. Damit hat in Seegräben die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 60,1 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Seegräben avec 75,5 pour cent de non. Seegräben a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Seegräben i cittadini hanno respinto, con il 75,5 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Seegräben ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
120,50.4,50.4,49.6,"Wald ZH","Wald (ZH)","Wald ZH","50,4 Prozent der Abstimmenden in der Gemeinde Wald ZH haben Ja gesagt zur Burka-Initiative. Damit ist in Wald ZH die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 63,1 Prozent.","C'est oui à 50,4 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Wald (ZH). A Wald (ZH), le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 63,1 pour cent à l'initiative pour l'interdiction des minarets.","Con il 50,4 percento di ""sì"", i cittadini del comune di Wald ZH hanno accolto l'Iniziativa anti-burqa. A Wald ZH lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 63,1 percento dei voti - all'iniziativa per il divieto dei minareti."
121,40.1,40.1,59.9,"Wetzikon ZH","Wetzikon (ZH)","Wetzikon ZH","In Wetzikon ZH hat die Stimmbevölkerung die Burka-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 59,9 Prozent verworfen. Damit hat in Wetzikon ZH die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 62,9 Prozent ein Ja in die Urne gelegt.","A Wetzikon (ZH), les habitants sont défavorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 59,9 pour cent de non. Wetzikon (ZH) a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Wetzikon ZH si sono opposti all'iniziativa contro la dissimulazione del viso. Il testo è stato respinto con il 59,9 percento dei voti. Wetzikon ZH ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
131,36.3,36.3,63.7,"Adliswil ZH","Adliswil (ZH)","Adliswil ZH","63,7 Prozent der Stimmbürgerinnen und Stimmbürger von Adliswil sagen Nein zur Burka-Initiative. Sie haben das Volksbegehren mit 9'955 Ja-Stimmen zu 5'661 Nein-Stimmen abgelehnt. Damit hat in Adliswil die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 52 Prozent ein Ja in die Urne gelegt.","Les habitants d'Adliswil s'opposent à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 63,7 pour cent de non. Adliswil a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","No all'Iniziativa anti-burqa nel comune di Adliswil: i cittadini hanno bocciato il testo con il 63,7 percento dei voti. Adliswil ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
135,40.1,40.1,59.9,"Kilchberg ZH","Kilchberg (ZH)","Kilchberg ZH","In Kilchberg ZH hat die Burka-Initiative keine Mehrheit gefunden. Auf 59,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Kilchberg ZH im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Skepsis gegenüber muslimischen religiösen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 55,9 Prozent.","Les habitants de Kilchberg (ZH) rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 59,9 pour cent de non. A Kilchberg (ZH), l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 55,9 pour cent à l'initiative voulant interdire la construction de minarets.","Nel comune di Kilchberg ZH l'Iniziativa anti-burqa è stata bocciata con il 59,9 percento dei voti. A Kilchberg ZH l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
136,63.1,63.1,36.9,"Langnau am Albis ZH","Langnau am Albis (ZH)","Langnau am Albis ZH","In Langnau am Albis hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 63,1 Prozent angenommen. Damit hat in Langnau am Albis seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 50,2 Prozent ein Nein in die Urne gelegt.","A Langnau am Albis, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 63,1 pour cent de oui. Langnau am Albis a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Langnau am Albis si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 63,1 percento dei voti. Langnau am Albis ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
137,12.4,12.4,87.6,"Oberrieden ZH","Oberrieden (ZH)","Oberrieden ZH","87,6 Prozent Nein zur Burka-Initiative in der Gemeinde Oberrieden. Damit hat in Oberrieden im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Skepsis gegenüber muslimischen religiösen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 55 Prozent.","A Oberrieden, les habitants disent non à 87,6 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Oberrieden, l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 55 pour cent à l'initiative voulant interdire la construction de minarets.","Nel comune di Oberrieden l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 87,6 percento dei voti. A Oberrieden l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
138,69.2,69.2,30.8,"Richterswil ZH","Richterswil (ZH)","Richterswil ZH","Ja zur Burka-Initiative in Richterswil: Mit 69,2 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Richterswil die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 52,6 Prozent.","Les habitants de Richterswil approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 69,2 pour cent de oui. A Richterswil, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 52,6 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Richterswil: i cittadini hanno approvato il testo con il 69,2 percento dei voti. A Richterswil lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 52,6 percento dei voti - all'iniziativa per il divieto dei minareti."
139,93.4,93.4,6.6,"Rüschlikon ZH","Rüschlikon (ZH)","Rüschlikon ZH","Ja zur Burka-Initiative in Rüschlikon. Die Gemeinde hat das Volksbegehren mit 93,4 Prozent der Stimmen angenommen. Damit hat in Rüschlikon seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 55,4 Prozent ein Nein in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Rüschlikon avec 93,4 pour cent de oui. Rüschlikon a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","Da Rüschlikon è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 93,4 percento dei voti. Rüschlikon ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
141,74.4,74.4,25.6,"Thalwil ZH","Thalwil (ZH)","Thalwil ZH","Ja zur Burka-Initiative in Thalwil. Die Gemeinde hat das Volksbegehren mit 74,4 Prozent der Stimmen angenommen. Damit hat in Thalwil seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 54,7 Prozent ein Nein in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Thalwil avec 74,4 pour cent de oui. Thalwil a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","Da Thalwil è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 74,4 percento dei voti. Thalwil ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
151,62.6,62.6,37.4,"Erlenbach ZH","Erlenbach (ZH)","Erlenbach ZH","Ja zur Burka-Initiative in Erlenbach ZH. Die Gemeinde hat das Volksbegehren mit 62,6 Prozent der Stimmen angenommen. Damit hat in Erlenbach ZH seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 56,7 Prozent ein Nein in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Erlenbach (ZH) avec 62,6 pour cent de oui. Erlenbach (ZH) a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","Da Erlenbach ZH è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 62,6 percento dei voti. Erlenbach ZH ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
152,46.3,46.3,53.7,"Herrliberg ZH","Herrliberg (ZH)","Herrliberg ZH","In Herrliberg hat die Burka-Initiative keine Mehrheit gefunden. Auf 53,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Herrliberg im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Skepsis gegenüber muslimischen religiösen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 50,3 Prozent.","Les habitants de Herrliberg rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 53,7 pour cent de non. A Herrliberg, l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 50,3 pour cent à l'initiative voulant interdire la construction de minarets.","Nel comune di Herrliberg l'Iniziativa anti-burqa è stata bocciata con il 53,7 percento dei voti. A Herrliberg l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
153,61.8,61.8,38.2,"Hombrechtikon ZH","Hombrechtikon (ZH)","Hombrechtikon ZH","Die Gemeinde Hombrechtikon will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 61,8 Prozent angenommen. Damit ist in Hombrechtikon die Einstellung zu muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 ungefähr gleich geblieben. Damals betrug der Ja-Stimmen-Anteil 62,2 Prozent.","A Hombrechtikon, les habitants disent oui à 61,8 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Hombrechtikon, le rejet des symboles de la communauté musulmane ne s'est ni vraiment accentué, ni vraiment amenuisé au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 62,2 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Hombrechtikon l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 61,8 percento dei voti. A Hombrechtikon lo scettiscmo nei confronti dei simboli della comunità musulmana è rimasto grosso modo invariato nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 62,2 percento dei voti - all'iniziativa per il divieto dei minareti."
154,51.1,51.1,48.9,"Küsnacht ZH","Küsnacht (ZH)","Küsnacht ZH","In Küsnacht ZH hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 51,1 Prozent angenommen. Damit hat in Küsnacht ZH seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 54 Prozent ein Nein in die Urne gelegt.","A Küsnacht (ZH), les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 51,1 pour cent de oui. Küsnacht (ZH) a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","I cittadini di Küsnacht ZH si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 51,1 percento dei voti. Küsnacht ZH ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
155,42.7,42.7,57.3,"Männedorf ZH","Männedorf (ZH)","Männedorf ZH","Die Gemeinde Männedorf hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 57,3 Prozent. Damit hat in Männedorf im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Skepsis gegenüber muslimischen religiösen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 52,3 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Männedorf avec 57,3 pour cent de non. A Männedorf, l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 52,3 pour cent à l'initiative voulant interdire la construction de minarets.","Da Männedorf è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 57,3 percento dei voti. A Männedorf l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
156,42.8,42.8,57.2,"Meilen ZH","Meilen (ZH)","Meilen ZH","Nein zur Burka-Initiative in Meilen: Mit 801 Nein- zu 599 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 57,2 Prozent. Damit hat in Meilen im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Skepsis gegenüber muslimischen religiösen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 50,6 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Meilen avec 57,2 pour cent de non. A Meilen, l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 50,6 pour cent à l'initiative voulant interdire la construction de minarets.","A Meilen i cittadini hanno respinto, con il 57,2 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". A Meilen l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
157,32.7,32.7,67.3,"Oetwil am See ZH","Oetwil am See (ZH)","Oetwil am See ZH","Keine Mehrheit für die Burka-Initiative in Oetwil am See: Mit 8'548 Nein-Stimmen zu 4'156 Ja-Stimmen oder 67,3 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Oetwil am See die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 63,9 Prozent ein Ja in die Urne gelegt.","C'est non à 67,3 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Oetwil am See. Oetwil am See a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 67,3 percento di ""no"", i cittadini del comune di Oetwil am See hanno bocciato l'Iniziativa anti-burqa. Oetwil am See ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
158,19,19,81,"Stäfa ZH","Stäfa (ZH)","Stäfa ZH","Keine Mehrheit für die Burka-Initiative in Stäfa: Mit 7'957 Nein-Stimmen zu 1'862 Ja-Stimmen oder 81 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Stäfa im Vergleich zur Abstimmung über das Minarett-Verbot im Jahr 2009 die Skepsis gegenüber muslimischen religiösen Symbolen noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 51,7 Prozent.","C'est non à 81 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Stäfa. A Stäfa, l'acceptation des symboles de la communauté musulmane s'est encore accentuée en onze années. Le 29 novembre 2009, les électeurs de cette commune avaient dit non à 51,7 pour cent à l'initiative voulant interdire la construction de minarets.","Con il 81 percento di ""no"", i cittadini del comune di Stäfa hanno bocciato l'Iniziativa anti-burqa. A Stäfa l'accettazione dei simboli della comunità musulmana è ulteriormente cresciuta nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto no - con il #HistNNeinStimmenInProzent percento dei voti - all'iniziativa per il divieto dei minareti."
159,36,36,64,"Uetikon am See ZH","Uetikon am See (ZH)","Uetikon am See ZH","Nein zur Burka-Initiative in Uetikon am See: Mit 6'130 Nein- zu 3'443 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 64 Prozent. Damit hat in Uetikon am See die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 51,1 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Uetikon am See avec 64 pour cent de non. Uetikon am See a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Uetikon am See i cittadini hanno respinto, con il 64 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Uetikon am See ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa."
160,69.4,69.4,30.6,"Zumikon ZH","Zumikon (ZH)","Zumikon ZH","Ja zur Burka-Initiative in Zumikon. Die Gemeinde hat das Volksbegehren mit 69,4 Prozent der Stimmen angenommen. Damit hat in Zumikon seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 57,2 Prozent ein Nein in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Zumikon avec 69,4 pour cent de oui. Zumikon a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","Da Zumikon è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 69,4 percento dei voti. Zumikon ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
161,85.7,85.7,14.3,"Zollikon ZH","Zollikon (ZH)","Zollikon ZH","85,7 Prozent der Abstimmenden in der Gemeinde Zollikon haben Ja gesagt zur Burka-Initiative. Damit hat in Zollikon seit der Abstimmung über das Minarett-Verbot 2009 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 60,5 Prozent ein Nein in die Urne gelegt.","C'est oui à 85,7 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Zollikon. Zollikon a changé de camp: en 2009, cette commune refusait d'interdire la construction de minarets. Ce dimanche, elle approuve l'initiative ""pour l'interdiction de se dissimuler le visage"".","Con il 85,7 percento di ""sì"", i cittadini del comune di Zollikon hanno accolto l'Iniziativa anti-burqa. Zollikon ha cambiato fazione: nel 2009, il comune aveva rifiutato di vietare la costruzione di minareti. Oggi approva invece l'iniziativa anti-burqa."
172,51.3,51.3,48.7,"Fehraltorf ZH","Fehraltorf (ZH)","Fehraltorf ZH","51,3 Prozent der Abstimmenden in der Gemeinde Fehraltorf haben Ja gesagt zur Burka-Initiative. Damit ist in Fehraltorf die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 62,3 Prozent.","C'est oui à 51,3 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Fehraltorf. A Fehraltorf, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 62,3 pour cent à l'initiative pour l'interdiction des minarets.","Con il 51,3 percento di ""sì"", i cittadini del comune di Fehraltorf hanno accolto l'Iniziativa anti-burqa. A Fehraltorf lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 62,3 percento dei voti - all'iniziativa per il divieto dei minareti."
173,69.6,69.6,30.4,"Hittnau ZH","Hittnau (ZH)","Hittnau ZH","Die Gemeinde Hittnau will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 69,6 Prozent angenommen. Damit hat in Hittnau die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 64,7 Prozent.","A Hittnau, les habitants disent oui à 69,6 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Hittnau, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 64,7 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Hittnau l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 69,6 percento dei voti. A Hittnau lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 64,7 percento dei voti - all'iniziativa per il divieto dei minareti."
176,71.9,71.9,28.1,"Lindau ZH","Lindau (ZH)","Lindau ZH","Ja zur Burka-Initiative in Lindau: Mit 71,9 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Lindau die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 64,5 Prozent.","Les habitants de Lindau approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 71,9 pour cent de oui. A Lindau, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 64,5 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Lindau: i cittadini hanno approvato il testo con il 71,9 percento dei voti. A Lindau lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 64,5 percento dei voti - all'iniziativa per il divieto dei minareti."
